model,dataset,epochs,layers,lambd,lr1,wd1,lr2,wd2,channels,edge_drop_rate,feat_mask_rate,mlp_use,val_acc
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.5,False,0.7742000341415405
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.5,False,0.7916000366210938
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.5,False,0.7874000370502472
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.5,False,0.8050000369548798
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.1,False,0.7764000415802002
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.1,False,0.7908000409603119
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.1,False,0.7962000370025635
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.8038000404834748
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.8188000380992889
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.813800036907196
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.1,False,0.7770000338554383
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.1,False,0.7944000363349915
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.1,False,0.7970000267028808
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.1,False,0.8030000448226928
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.1,False,0.8176000356674195
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.1,False,0.8116000413894653
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.2,False,0.7716000258922577
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.2,False,0.7896000385284424
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.2,False,0.7898000419139862
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.7994000315666199
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.8108000338077546
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.8148000299930572
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.2,False,0.7622000336647033
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.2,False,0.7868000388145446
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.2,False,0.785800039768219
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.2,False,0.7978000342845917
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.2,False,0.8152000427246093
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.2,False,0.8150000452995301
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.3,False,0.7482000350952148
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.3,False,0.784000039100647
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.3,False,0.7884000301361084
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.3,False,0.7940000414848327
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.3,False,0.8034000396728516
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.3,False,0.8086000323295593
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.3,False,0.7476000308990478
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.3,False,0.7842000305652619
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.3,False,0.7856000363826752
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.3,False,0.8004000365734101
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.3,False,0.8104000389575958
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.3,False,0.8146000385284424
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.4,False,0.7276000320911408
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.4,False,0.7712000250816345
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.4,False,0.7882000386714936
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.4,False,0.789600032567978
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.4,False,0.8006000399589539
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.4,False,0.8146000325679779
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.4,False,0.7324000358581543
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.4,False,0.7704000413417816
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.4,False,0.7748000264167786
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.4,False,0.7874000430107116
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.4,False,0.8002000331878663
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.4,False,0.8118000328540802
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.5,False,0.7036000311374664
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.5,False,0.7436000287532807
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.5,False,0.7762000441551209
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.5,False,0.7830000460147858
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.5,False,0.7866000413894654
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.5,False,0.8072000324726105
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.5,False,0.7066000401973724
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.5,False,0.7442000269889831
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.5,False,0.7836000442504882
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.5,False,0.7866000413894654
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.5,False,0.7862000465393066
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.5,False,0.8032000362873077
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.1,False,0.7700000286102295
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.1,False,0.7902000427246094
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.1,False,0.7878000438213348
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.8052000403404236
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.8178000390529633
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.8148000299930572
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.1,False,0.770000034570694
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.1,False,0.7910000443458557
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.1,False,0.7854000389575958
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.1,False,0.799200028181076
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.1,False,0.8156000435352325
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.1,False,0.8132000267505646
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.2,False,0.7612000346183777
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.2,False,0.7906000494956971
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.2,False,0.7848000407218934
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.7976000368595123
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.8172000348567963
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.813200032711029
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.2,False,0.7650000393390656
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.2,False,0.7928000450134277
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.2,False,0.7832000434398652
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.2,False,0.7912000298500061
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.2,False,0.8108000338077546
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.2,False,0.8168000459671021
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.3,False,0.75180002450943
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.3,False,0.7814000308513641
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.3,False,0.7810000479221344
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.7926000356674194
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.807200038433075
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.8154000401496887
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.3,False,0.7540000259876252
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.3,False,0.7788000345230103
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.3,False,0.7828000366687775
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.3,False,0.7930000424385071
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.3,False,0.8056000471115112
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.3,False,0.810200035572052
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.4,False,0.7272000432014465
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.4,False,0.7662000298500061
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.4,False,0.7820000410079956
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.4,False,0.7912000358104706
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.4,False,0.8014000296592713
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.4,False,0.812600040435791
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.4,False,0.7318000376224518
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.4,False,0.7652000308036804
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.4,False,0.7820000350475311
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.4,False,0.790600037574768
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.4,False,0.7966000318527222
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.4,False,0.812600028514862
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.5,False,0.7098000347614288
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.5,False,0.7454000353813172
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.5,False,0.7744000256061554
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.5,False,0.787000048160553
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.5,False,0.7910000383853912
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.5,False,0.8040000379085541
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.5,False,0.706000030040741
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.5,False,0.7466000378131866
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.5,False,0.7702000379562378
CCA-SSG,Cora,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.5,False,0.7920000374317169
CCA-SSG,Cora,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.5,False,0.7936000347137451
CCA-SSG,Cora,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.5,False,0.7984000384807587
