model,dataset,epochs,layers,tau,lr1,wd1,lr2,wd2,channels,feat_mask_rate,edge_drop_rate,mlp_use,val_acc
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.4,False,0.7244000434875488
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.2,0.4,False,0.7264000415802002
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.4,False,0.7278000235557556
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.3,0.4,False,0.7220000326633453
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.4,False,0.7166000306606293
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.3,0.4,False,0.728400033712387
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.3,0.4,False,0.7314000248908996
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.4,0.4,False,0.7156000375747681
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.4,False,0.7180000305175781
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.4,0.4,False,0.7286000430583954
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.4,0.4,False,0.7298000395298004
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.5,0.4,False,0.7166000366210937
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.4,False,0.7198000371456146
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.5,0.4,False,0.7246000349521637
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.5,0.4,False,0.7208000302314759
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.0,0.5,False,0.7058000326156616
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.5,False,0.7092000305652618
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.0,0.5,False,0.6522000253200531
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.0,0.5,False,0.6532000303268433
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.1,0.5,False,0.727200037240982
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.5,False,0.7148000359535217
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,256,0.1,0.5,False,0.7128000319004059
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,256,0.1,0.5,False,0.7150000274181366
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,256,0.2,0.5,False,0.7206000328063965
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,256,0.2,0.5,False,0.7204000413417816
