model,dataset,epochs,layers,tau,lr1,wd1,lr2,wd2,channels,feat_mask_rate,edge_drop_rate,mlp_use,val_acc
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.2,False,0.7752000331878662
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.2,False,0.804200041294098
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.2,False,0.8080000400543212
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.2,False,0.810200035572052
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.2,False,0.8074000418186188
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.7974000394344329
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.2,False,0.8044000327587127
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.2,False,0.8204000413417816
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.2,False,0.8152000486850739
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.7902000308036804
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.2,False,0.7922000408172607
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.8188000321388245
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.2,False,0.8154000401496887
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.796800047159195
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.2,False,0.7900000393390656
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.8104000329971314
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.2,False,0.8128000378608704
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.7888000309467316
CLGR,Cora,20,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.2,False,0.788200044631958
CLGR,Cora,50,2,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.8062000274658203
CLGR,Cora,50,2,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.2,False,0.7948000371456146
CLGR,Cora,20,2,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.3,False,0.8138000428676605
