model,dataset,num of neg samples,accuracy
CLGR,Computers,,0.8880203366279602
CLGR,Computers,,0.8870205283164978
CLGR,Computers,,0.8869296312332153
CLGR,Computers,,0.8939283490180969
CLGR,Computers,,0.8915651440620422
CLGR,Computers,,0.8955644369125366
CLGR,Computers,,0.8892019391059875
CLGR,Computers,,0.8910198211669922
CLGR,Computers,,0.8862025141716003
CLGR,Computers,,0.8952917456626892
CLGR,Computers,,0.8884748220443726
CLGR,Computers,,0.8935648202896118
CLGR,Computers,,0.8905653357505798
CLGR,Computers,,0.8892019391059875
CLGR,Computers,,0.8870205283164978
CLGR,Computers,,0.8948373198509216
CLGR,Computers,,0.8921105265617371
CLGR,Computers,,0.8876568078994751
CLGR,Computers,,0.8871114253997803
