model,dataset,projection,epochs,channels,lr1,lr2,wd1,wd2,edge_drop_rate,feat_mask_rate,val_acc
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.3,0.3,0.9343517223993937
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.3,0.3,0.9356246789296468
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.3,0.4,0.9347154299418131
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.3,0.4,0.9350791176160177
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.3,0.4,0.9374431769053141
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.3,0.4,0.9392616947491964
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.3,0.5,0.9387161533037821
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.3,0.5,0.9398072560628256
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.3,0.5,0.9398072361946106
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.3,0.5,0.9379887382189432
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.4,0.0,0.7241316636403402
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.4,0.0,0.8403346141179403
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.4,0.0,0.6188398003578186
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.4,0.0,0.8428805271784464
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.4,0.1,0.9232588013013204
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.4,0.1,0.9370794892311096
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.4,0.1,0.9236224691073099
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.4,0.1,0.9296235839525858
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.4,0.2,0.9314421017964681
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.4,0.2,0.9323513507843018
GRACE,CS,standard,1000,256,0.0005,0.01,0.0,0.0001,0.4,0.2,0.9356246987978617
GRACE,CS,standard,1000,256,0.0005,0.01,1e-05,0.0001,0.4,0.2,0.9358065327008566
GRACE,CS,standard,1000,256,0.001,0.01,0.0,0.0001,0.4,0.3,0.9323513706525167
GRACE,CS,standard,1000,256,0.001,0.01,1e-05,0.0001,0.4,0.3,0.9299872914950053
