model,dataset,projection,epochs,channels,lr1,lr2,wd2,edge_drop_rate,feat_mask_rate,val_acc
GRACE,Cora,nonlinear-hid,400,256,0.001,0.01,0.0001,0.2,0.1,0.7860000371932984
GRACE,Cora,nonlinear,100,256,0.001,0.01,0.0001,0.2,0.1,0.7970000386238099
GRACE,Cora,nonlinear,200,256,0.001,0.01,0.0001,0.2,0.1,0.8040000379085541
GRACE,Cora,nonlinear,400,256,0.001,0.01,0.0001,0.2,0.1,0.7986000359058381
GRACE,Cora,linear,100,256,0.001,0.01,0.0001,0.2,0.1,0.7940000414848327
GRACE,Cora,linear,200,256,0.001,0.01,0.0001,0.2,0.1,0.8022000253200531
GRACE,Cora,linear,400,256,0.001,0.01,0.0001,0.2,0.1,0.7994000375270843
GRACE,Cora,standard,100,256,0.001,0.01,0.0001,0.2,0.1,0.8070000469684601
GRACE,Cora,standard,200,256,0.001,0.01,0.0001,0.2,0.1,0.7798000395298004
GRACE,Cora,standard,400,256,0.001,0.01,0.0001,0.2,0.1,0.7284000396728516
GRACE,Cora,nonlinear-hid,100,256,0.0005,0.01,0.0001,0.2,0.1,0.7772000312805176
GRACE,Cora,nonlinear-hid,200,256,0.0005,0.01,0.0001,0.2,0.1,0.7880000293254852
GRACE,Cora,nonlinear-hid,400,256,0.0005,0.01,0.0001,0.2,0.1,0.7970000326633453
GRACE,Cora,nonlinear,100,256,0.0005,0.01,0.0001,0.2,0.1,0.788200032711029
GRACE,Cora,nonlinear,200,256,0.0005,0.01,0.0001,0.2,0.1,0.7988000452518463
GRACE,Cora,nonlinear,400,256,0.0005,0.01,0.0001,0.2,0.1,0.8052000403404236
GRACE,Cora,linear,100,256,0.0005,0.01,0.0001,0.2,0.1,0.7886000275611877
GRACE,Cora,linear,200,256,0.0005,0.01,0.0001,0.2,0.1,0.8010000288486481
GRACE,Cora,linear,400,256,0.0005,0.01,0.0001,0.2,0.1,0.8066000401973724
GRACE,Cora,standard,100,256,0.0005,0.01,0.0001,0.2,0.1,0.8072000443935394
GRACE,Cora,standard,200,256,0.0005,0.01,0.0001,0.2,0.1,0.7978000402450561
GRACE,Cora,standard,400,256,0.0005,0.01,0.0001,0.2,0.1,0.7714000284671784
GRACE,Cora,nonlinear-hid,100,256,0.0005,0.01,0.0001,0.2,0.1,0.7764000415802002
GRACE,Cora,nonlinear-hid,200,256,0.0005,0.01,0.0001,0.2,0.1,0.7958000302314758
GRACE,Cora,nonlinear-hid,400,256,0.0005,0.01,0.0001,0.2,0.1,0.8048000335693359
GRACE,Cora,nonlinear,100,256,0.0005,0.01,0.0001,0.2,0.1,0.7860000312328339
GRACE,Cora,nonlinear,200,256,0.0005,0.01,0.0001,0.2,0.1,0.8088000416755676
GRACE,Cora,nonlinear,400,256,0.0005,0.01,0.0001,0.2,0.1,0.8030000388622284
GRACE,Cora,linear,100,256,0.0005,0.01,0.0001,0.2,0.1,0.7810000360012055
